DateTime,Civil Building Demand (kW),GHI (W/m2),Civil Building Demand (kW) - 1,Week Day,Month,Sin Hour
2017-10-05 11:00:00,165.0939471,31.562197500000007,160.289185,3,10,9.17988502052864
2017-10-05 12:00:00,166.6503548,31.562197500000007,165.0939471,3,10,9.893582466233818
2017-10-05 13:00:00,167.3595483,31.562197500000007,166.6503548,3,10,9.933048616783237
2017-10-05 14:00:00,181.8062876,31.562197500000007,167.3595483,3,10,9.295593919237854
2017-10-05 15:00:00,185.2239703,31.562197500000007,181.8062876,3,10,8.024659857791692
2017-10-05 16:00:00,201.0079641,31.562197500000007,185.2239703,3,10,6.206858488414452
2017-10-05 17:00:00,182.0588483,31.562197500000007,201.0079641,3,10,3.96606997037041
2017-10-05 18:00:00,168.3155755,31.562197500000007,182.0588483,3,10,1.455000338086137
2017-10-05 19:00:00,132.0159405,31.562197500000007,168.3155755,3,10,-1.1552251627369503
2017-10-05 20:00:00,99.7992747,31.562197500000007,132.0159405,3,10,-3.6867239778193617
2017-10-05 21:00:00,92.9100755,31.562197500000007,99.7992747,3,10,-5.966978646412833
2017-10-05 22:00:00,91.5468586,31.562197500000007,92.9100755,3,10,-7.840593581151714
2017-10-05 23:00:00,92.6754594,31.562197500000007,91.5468586,3,10,-9.179885020528637
2017-10-06 00:00:00,89.1892436,31.562197500000007,92.6754594,4,10,-9.893582466233818
2017-10-06 01:00:00,78.9694121,31.562197500000007,89.1892436,4,10,-9.933048616783237
2017-10-06 02:00:00,77.7671239,31.562197500000007,78.9694121,4,10,-9.29559391923785
2017-10-06 03:00:00,75.1042598,31.562197500000007,77.7671239,4,10,-8.024659857791685
2017-10-06 04:00:00,73.2237039,31.562197500000007,75.1042598,4,10,-6.2068584884144515
2017-10-06 05:00:00,77.331681,31.562197500000007,73.2237039,4,10,-3.9660699703704005
2017-10-06 06:00:00,84.7336376,31.562197500000007,77.331681,4,10,-1.455000338086136
2017-10-06 07:00:00,159.831025,31.562197500000007,84.7336376,4,10,1.1552251627369516
2017-10-06 08:00:00,231.0292799,31.562197500000007,159.831025,4,10,3.686723977819363
2017-10-06 09:00:00,284.3739941,31.562197500000007,231.0292799,4,10,5.966978646412833
2017-10-06 10:00:00,302.3037039,31.562197500000007,284.3739941,4,10,7.8405935811517145
2017-10-06 11:00:00,306.6161349,31.562197500000007,302.3037039,4,10,9.17988502052864
2017-10-06 12:00:00,334.0345292,31.562197500000007,306.6161349,4,10,9.893582466233818
